platinum_number,title,artist,language,genre
17491,Another You,Brian McKnight,English,
17492,Answer Me,Matt Monroe,English,
7902,Answer The Phone,Chona Pada,English,
7821,Anticipating,Britney Spears,English,
0025,Anticipation,Joy Gonzaga,English,
16031,Anting-Anting,Sponge Cola,English,
2536,Antonio's Song,Michael Franks,English,
9657,Antukin,Rico Blanco,Filipino,
8641,"Anugon, Anugon",Visayan Song,English,
7471,Any Day Now,Elvis Presley,English,
13568,Any Dream Will Do,Boston,English,
7144,Any Dream Will Do,Boston,English,
16747,Anymore,Billy Ray Cyrus,English,
6396,Anyone Can See,Irene Cara,English,
17394,Anything,3T,English,
16284,Anything Could Happen,Ellie Goulding,English,
3054,Anything Goes,Frank Sinatra,English,
3749,Anything That's Part Of You,Elvis Presley,English,
0520,Anytime,The Jets,English,
7146,Anytime,Janet Jackson,English,
1319,Anytime You Need A Friend,Mariah Carey,English,
7376,Anytime You Need Love,Kelly Clarkson,English,
4414,Anyway You Want Me,Elvis Presley,English,
5932,Anywhere For You,Backstreet Boys,English,
17274,Apartment #9,Tammy Wynnette,English,
8642,Apay-Apay,Ilocano Song,English,
9234,Apologize,Timbaland,English,
15649,Applause,Lady Gaga,English,
13671,Apple Tree,Nursery Rhymes,English,
13742,Apples And Bananas,Nursery Rhyme,English,
6972,April Boy Medley,April Boy,English,
7147,April Come She Will,Simon And Garfunkell,English,
15770,April in Paris,Frank Sinatra,English,
2909,April Love,Pat Boone,English,
2880,Aquarius,5th Dimension,English,
8811,Aral,Totoy Bato,English,
17395,Arapaap,Silvia Gaoiran,English,
8324,Araw Gabi,Regine Velasquez,Filipino,
7062,Araw Ng Pasko,Fruit Cake,Filipino,
17691,Araw Oras Tagpuan,Spongecola,English,
8890,Araw't Gabi,True Faith,Filipino,
17301,"Araw, Ulap, Langit",Christian Bautista,Filipino,
9114,Araw-Araw,Boyfriends,English,
3055,Araw-Araw Gabi-Gabi,Didith Reyes,English,
11058,Araw-Araw Na Lang,Aegis,Filipino,
4915,Arayyy..,Mae Rivera,English,
5396,Are You Gonna Go My Way,Lenny Kravitz,English,
7630,Are You Happy Now,Michelle Branch,English,
17586,Are You In,Incubus,English,
3056,Are You Lonesome Tonight?,Elvis Presley,English,
13743,Are You Sleeping,Nursery Rhyme As I Was Going To,English,
15568,Arimunding- Munding,Alexis,English,
16864,Arise,Wolfgang,English,
16283,Arms,Christina Perri,English,
1436,Around The World,Aqua,English,
17233,Around The World,Red Hot Chili Peppers,English,
17345,Around The World,Frank Sinatra,English,
7148,Around The World,Marlyn Monroe,English,
7822,Around The World,ATC,English,
7997,Around You,Tribe Of Levi,English,
0593,Arthur's Theme,Christopher Cross,English,
16941,Artpop,Lady Gaga,English,
5789,As I Lay Me Down,Sophie B. Hawkins,English,
6751,As I Lay My Love On,Westlife,English,
0026,As Long As He Needs,Anita Bryant,English,
17791,As Long As I Live,Neil Sedaka,English,
8487,As Long As It Matters,Gin Blossoms,English,
15094,As Long As You Love,Justin Bieber Ft. Big Sean,English,
4286,As Long As You Love,Backstreet Boys,English,
0956,As Sure As I'm Standing There,Barry Manilow,English,
2538,As Tears Go By,Rolling Stones,English,
8900,As The Music Plays The Band,Bamboo,Filipino,
1320,As Time Goes By,Frank Sinatra,English,
7823,As We Dance,Paolo Santos,English,
9372,As You Believe,Zelle,English,
17587,As You Inhale,Blue Boy Bites Back,Filipino,
8255,Asa,South Border,Filipino,
8643,Asa Ka Inday,Visayan Song,English,
8899,Asa Ka Pa,Blue Ketchup,English,
11814,Asahan Mo,Siakol,Filipino,
6510,Asereje Ketchup Song,Las Ketchup,English,
9424,Asero,Janno Gibbs,English,
7050,Asin Medley,Asin,English,
16361,Asintado,Lirah Bermudez,English,
7230,Ask For More,F4,English,
6725,Aso,Siakol,Filipino,
11170,Aso't Pusa,Hale,Filipino,
17792,Astronaut,Simple Plan,English,
7150,Astrud,Basia,English,
9606,Asya,Bayang Barrios,English,
7151,At Kung Malayo Ka,Melody,English,
8825,At Nakalimutan Ang Diyos,Wuds,Filipino,
17396,At or With Me,Jack Johnson,English,
6534,At Seventeen,Janis Ian,English,
5414,At The Beginning,Richard Marx,English,
8883,At Your Best,Aaliyah,English,
5514,At Your Side,The Corrs,English,
15771,Atat,Ron Henley ft. Muriel,English,
17278,Atin Ang Mundo,The Juans,Filipino,
13529,Atin Cu Pung Singsing,Pampanga Song,English,
1654,Atin Cu Pung Singsing,Pampanga Song,English,
17144,Atomica,Wolfgang,English,
0610,Aubrey,Bread,English,
1642,Auld Lang Syne,Guy Lombardo,English,
7989,Automatic,Utada Hikaru,English,
15096,Autopilot,Cambio,English,
15919,Autumn In New York,Frank Sinatra,English,
2539,Autumn Leaves,Andy Williams,English,
16837,Avalanche,Nick Jonas,English,
8391,Average Joe,Y-Not,English,
17397,Awake My Soul,Mumford & Sons,English,
17398,Awanen Serbina,Lea Dansalan,English,
15753,Away,Bolshoi,English,
9735,Away Bati,Yeng Constantino,Filipino,
13567,Away In A Manger,Various,English,
7066,Away In A Manger,Various,English,
17840,Away(Acoustic),Dido,English,
7358,Awesome In This Place,Pestano,English,
5934,Awit At Pag-Ibig,Aegis,Filipino,
16359,Awit Mo'y Nandito Pa,Aldrich Talonding,English,
7153,Awit Ng Barkada,Apo Hiking Society,Filipino,
8058,Awit Ng Kabataan,Rivermaya,Filipino,
11695,Awit Ng Paghahangad,Bukas Palad,Filipino,
8898,Awit Ng Pangarap,Yeng Constantino,Filipino,
16803,Awit Ni Brod,Asin,English,
16332,Awit Ni Ginny,Toni Gonzaga,English,
1140,Awit Para Sa 'Yo,Jamie Rivera,Filipino,
7156,Awitin Mo,Vst & Company,English,
4916,Ay Ay Ay Pag-Ibig,Ara Mina,English,
8644,Ay Ay Pay Toy Gasat,Ilocano Song,English,
8645,Ay Ay Salidumay,Big 3 Sullivans,English,
8634,Ay Bituen Ko,Visayan Song,English,
17692,Ayang-Ayang,Boston,English,
7329,Ayaw Katahap,Visayan Song,English,
15783,Ayaw Kong Isipin,Chedi,English,
8912,Ayaw Padala Sa Tama,Bisrock,English,
16870,Ayo,Chris Brown ft Tyga,English,
15584,Ayoko Na,Jessa Zaragosa,English,
6728,Ayoko Na Sa Yo,Siakol,Filipino,
1279,Ayoko Na Sa'yo,Sharon Cuneta,Filipino,
17168,Ayoko Na Sa'yo,Vice Ganda,Filipino,
7157,Ayoko Na Sana,Ariel Rivera,English,
6729,Ayoko Ng Isipin Pa,J. Brothers,Filipino,
17671,Ayoko Sa Dilim,FrancisM,English,
15982,Ayokong Tumanda,Itchyworms,Filipino,
11396,Ayos Lang Ako,Rocksteddy,Filipino,
9452,Ayos Na Ang Buto-Buto,Vhong Navarro,Filipino,
9788,Ayt,Spongecola,English,
9826,Ayus,Rico Blanco,Filipino,
15271,B.A.B.A.Y.,Yeng Constantino,Filipino,
17064,B.S.U.R.(S.U.C.S.I.M.I.M),James Taylor,English,
11960,Ba't Di Ko Ba Nasabi,Krizza Neri,English,
7682,Ba't Di Mo Pagbigyan,King,English,
1321,Baa Baa Black Sheep,Traditional,English,
13517,Baa Baa Black Sheep,Traditional,English,
7158,Babae,Hagibis,English,
6778,Babae Ako,Eva Eugenio,Filipino,
9607,Babae Na Ako,Zsa Zsa Zaturnah,Filipino,
7864,Babae Po Ako,Tuesday,Filipino,
17794,Babaeng Sorbetes,Orient Pearl,English,
8497,Babaeng Uy Ay,Various Artist,English,
15211,Babaero,Randy Santiago,English,
17568,Babalik,James Reid,Filipino,
17693,Babalik Ka Pa Kaya,Wiseguys,English,
17047,Babalik Ka Rin,Gary Valenciano,Filipino,
5682,Babalik Ka Rin,Victor Wood,English,
17331,Babalik Sa Iyo,Sampaguita,English,
6535,Babalik-Balikan,Hajji & Rachel Alejandro,English,
1322,Babalikang Muli,Regine Velaquez,Filipino,
1625,Babe,Styx,English,
11033,Baby,Justin Bieber ft Ludacris,English,
6779,Baby Ang Ganda Mo,Rico Puno,Filipino,
7444,Baby Ang Sarap,Sexbomb Girls,Filipino,
0853,Baby Baby,Amy Grant,English,
17346,Baby Be Mine,Michael Jackson,English,
13745,Baby Beluga,Nursery Rhyme,English,
7360,Baby Boy,Beyonce,English,
13746,Baby Bumblebee,Kid Songs,English,
4283,Baby Can I Hold You,Boyzone,English,
3329,Baby Come Back,Player,English,
7160,Baby Come Back To Me,Michael Bolton,English,
15862,Baby Come Home,Scissor Sisters,English,
17169,Baby Come Home To Me,Patti Austin and James,English,
0712,Baby Come To Me,Patti Austin,English,
9517,Baby Don't You Break My...,M.Y.M.P.,English,
0976,Baby Face,U2,English,
17167,Baby I,Arianna Grande,English,
1546,Baby I Don't Care,Elvis Presley,English,
5812,Baby I Love You,J Brothers,English,
0597,Baby I Love Your Way,Big Mountain,English,
1640,Baby I Need Your Loving,The Four Tops,English,
2861,Baby I'm A Want You,Bread,English,
15171,Baby I'm For Real,The Originals,English,
9827,Baby It's Time,Rachelle Ann Go,English,
0993,Baby Now That I Found You,Alison Krauss,English,
4927,Baby One More Time,Britney Spears,English,
3760,Baby The Rain Must Fall,Glenn Yarborough,English,
6167,Baby What A Big,Chicago,English,
16306,Baby You Are,Julie Anne San Jose,Filipino,
0017,Baby You're A Rich Man,Beatles,English,
16121,"Baby, Don't Cry",EXO,English,
17262,"Baby, I Do",Juris,English,
9507,Back 2 U,Cueshe,Filipino,
7271,Back At One,Brian Mcnight,English,
0738,Back For Good,Take That,English,
15328,Back For More,Sandwich,English,
17205,Back For You,One Direction,English,
11961,Back Home Again,John Denver,English,
7163,Back In The USSR,The Beatles,English,
15030,Back In Time,Pitbull,English,
9759,Back In Time,Kyla Duet With Jay-R,English,
9736,Back In Your Arms,Joanne Lorenzana,English,
17309,Back To Back,Drake,English,
9235,Back To Black,Amy Winehouse,English,
11569,Back To December,Taylor Swift,English,
17201,Back To Good,Matchbox 20 !!,English,
11398,Back To Love,Quest Ft Nimbus,English,
8485,Back To Me,Cueshe,Filipino,
17705,Back To The Future,Dru Hill,English,
15691,Back To You,Luigi D' Avola,English,
5343,Back To You,Bryan Adams,English,
7684,Back To You,John Mayer,English,
17694,Back Together,Robin Thicke (ft Nicki,English,
17243,Back Up,DeJ Loaf ft Big Sean,English,
17528,Backroad Song,Granger Smith,English,
1689,Bad,Michael Jackson,English,
15853,Bad (remix),Wale ft Rihanna,English,
16914,Bad Blood,Taylor Swift ft Kendrick,English,
0375,Bad Case Of Loving You,Robert Palmer,English,
8414,Bad Day,Daniel Powter,English,
0050,Bad Girls,Donna Summer,English,
17710,Bad Love,Tom Jones,English,
3330,Bad Love,Eric Clapton,English,
3058,Bad Moon Rising,CCR,English,
11020,Bad Romance,Lady Gaga,English,
17017,Badtrip,Pulpito,English,
15199,Bago Mahuli Ang Lahat,Never The Strangers,Filipino,
11645,Bagong Sigaw,Bamboo,Filipino,
16415,Bagong Siglo,Christian Bautista ft,Filipino,
11794,Bagsakan,Parokya Ni Edgar Ft,Filipino,
8316,Bahala Ka,J. Brothers,English,
16416,Bahala Na,James Reid & Nadine,Filipino,
7621,Bahala Na,Jolina Magdangal,English,
6399,Bahama Mama,Boney M,English,
11962,Bahay Kubo,Awit Pambata,English,
13575,Bahay Kubo,Awit Pambata,English,
9904,Bahay Kubo,Hale,Filipino,
4421,Bailamos,Enrique Iglesias,English,
8826,Baile,Rochelle Ft. Gloc 9,Filipino,
9665,Baka Lasing Ka Lang,Patricia Javier,English,
15773,Baka Maputikan,Ruben Tagalog,English,
4918,Baka Mayroong Iba,Jerome Abalos,English,
3059,Baka Sakaling Mahalin...,Rey Valera,Filipino,
9247,Bakakon,Scrambled Eggs,Filipino,
7825,Bakal Na Rehas,No Bail Band,English,
6781,Bakas Ng Lumipas,Eddie Peregrina,Filipino,
7474,Bakerstreet,Gerry Rafferty,English,
16818,Bakit,Glock 9 ft Cookie Chua,Filipino,
19708,Bakit,Rachel Ann Go,Filipino,
5683,Bakit,Rea Valle,Filipino,
5813,Bakit,Imelda Papin,Filipino,
6377,Bakit,Vehnee Saturno,Filipino,
6400,Bakit,Aegis,Filipino,
7764,Bakit,Michael V.,Filipino,
8504,Bakit,Rachel Ann Go,Filipino,
8619,Bakit,Cueshe,Filipino,
9666,Bakit Ako Mahihiya,Dulce,Filipino,
8783,Bakit Ang Babae,Apo Hiking Society,Filipino,
17795,Bakit Ba Ganyan,Nyoy Volante,Filipino,
5345,Bakit Ba Ganyan,Dina Bonevie,Filipino,
9608,Bakit Ba Ikaw,Lani Misalucha,Filipino,
9221,Bakit Ba Inibig Ka,Erik S. & Regine V.,Filipino,
17166,Bakit Ba Mahal Kita,Angeline Quinto,Filipino,
3060,Bakit Ba?,Siakol,Filipino,
9828,Bakit Ba?,Bugoy Drilon,Filipino,
6732,Bakit Di Mo Sinabi,Teresa,Filipino,
7270,Bakit Di Totohanin,Carol Banawa,Filipino,
16946,Bakit Ganito Ang Pag-ibig,Maja Salvador,Filipino,
15191,Bakit Hindi,Gloc 9 Feat. BIlly Joe,Filipino,
15627,Bakit Hindi Ka Crush...,Zia Quizon,Filipino,
9115,Bakit Ikaw Pa,Claire Dela Fuente,Filipino,
9415,Bakit Ikaw Pa Rin,Maricris Garcia,Filipino,
7826,Bakit Iniwan Na,Freestyle,Filipino,
7275,Bakit Ka Iiyak?,Jeremiah,Filipino,
1601,Bakit Ka Lumayo,Ogie Alcasid,Filipino,
6479,Bakit Ka Nagbago,Joey Albert,Filipino,
9116,Bakit Kaya,Imelda Papin,Filipino,
1301,Bakit Kung Sino Pa,Lloyd Umali,Filipino,
1323,Bakit Labis Kitang Mahal,Boyfiends,Filipino,
15569,Bakit Lumuluha,Kz Tandingan,Filipino,
11963,Bakit Mahal Pa Rin Kita,Erik Santos,Filipino,
17399,Bakit May Paalam,Six Part Invention,Filipino,
17170,Bakit May Pag-ibig Pa,Bing Rodrigo,Filipino,
5567,Bakit Mo Iniiba,Nikki Valdez,Filipino,
7331,Bakit Mo Iniwan,Melissa Gibbs,Filipino,
9117,Bakit Mo Pa Inibig,Imelda Papin,Filipino,
1045,Bakit Nga Ba Mahal Kita,Roselle Nava,Filipino,
15242,Bakit Ngayon,Julie Anne San Jose,Filipino,
6983,Bakit Ngayon Ka Lang,Freestyle,Filipino,
0240,Bakit Pa,Jessa Zaragosa,Filipino,
11840,Bakit Pa Ba,Sarah Geronimo,Filipino,
7377,Bakit Pa Ba,Jay-R,Filipino,
9118,Bakit Pa Kita Minahal,Cristy Mendoza,Filipino,
6096,Bakit Papa,Sexbomb Girls,Filipino,
16290,Bakit Part 2,Mayonnaise,Filipino,
7615,Bakit Sayo Pa,Roel Cortez,Filipino,
4919,Bakit Sinta,Paul Sapiera,Filipino,
15692,Bakya Mo Neneng,Mabuhay Singers,English,
7170,Bakya Mo Neneng,Pinoy Classic,English,
0107,Balat-Kayo,Anthony Castello,English,
15774,Baleleng,Roel Cortez,English,
5939,Baleleng,Max Surban,English,
15464,Balewalang Pag-ibig,Join The Club,English,
17588,Balik Na Pinangga,Visayan Song,English,
9866,Balisa,Angel Mocatuno,English,
7677,Balisong,Rivermaya,Filipino,
15516,Balita,Gloc 9 ft Gabby Alipe,Filipino,
8647,Balitaw Ko,Visayan Song,English,
11208,Baliw,Kiss Jane,English,
5941,Baliw,Claire De La Fuente,English,
7827,Baliw,Mark Bautista,English,
7765,Baliw Ako Sa Iyo,Sheila Mae,Filipino,
9024,Baliw Na Baliw,Join The Club,English,
17796,Baliw Na Pag-ibig,Sam Milby,English,
4920,Baliw Na Puso,Jessa Zaragosa,English,
0810,Ballad Of John And Yoko,The Beatles,English,
17198,Ballerina Girl,Lionel Richie,English,
9120,Balong Malalim,Juan Dela Cruz,English,
8648,Balud Sa Kalimot,Visayan Song,English,
5070,Bamboleo,Julio Iglesias,English,
8649,Banag Na Banag Satungang Gabi,Visayan Song,English,
1471,Banal Na Aso Santong Kabayo,Yano,English,
9765,Banana (Right Now),Blank Tape,English,
3331,Banana Boat Song,Unknown,English,
9455,Banana Q (Don't Matter),Visayan Version,English,
9485,Banana Split,Cool Chix,English,
2860,Band On The Run,Paul Mccartney,English,
9025,Banda Ng Bayan,Rivermaya,Filipino,
16339,Bang Bang,Jessie J Ariana,English,
2879,Bang Bang,Cher,English,
17494,Bang Bang Bang,Selena Homez,English,
11002,Bangon,Rico Blanco,Filipino,
17797,Banjo,Rascal Flatts,English,
8650,Bannatiran,Ilocano Song,English,
7276,Banyo Queen,Andrew E.,English,
9045,Barako,Barako Boys,Filipino,
7171,Barbara Ann,Beach Boys,English,
4296,Barbie Girl,Aqua,English,
3333,Bare Necessity,Unknown,English,
15245,Barely Breathing,Duncan Sheik,English,
16480,Barenaked,Jennifer Love Hewitt,English,
9387,Barista (Bartender),Tagalog Version,English,
17798,Barkada,Parokya Ni Edgar,Filipino,
8651,Barkong Karaan,Max Surban,English,
15775,Barong Tagalog,Ruben Tagalog,English,
16231,Bartender,Lady Antebellum,English,
9374,Bartender,T-pain ft. Akon,Filipino,
7269,Basang-Basa Sa Ulan,Aegis,Filipino,
8262,Basket Case,Greenday,English,
8095,Basketball,Viva Hotbabes,English,
8652,Basketbol,Big 3 Sullivans,English,
17799,Baso Ni Maria,Aleck Bovick,English,
17347,Basol Ko Kadi,Baby Icuspit,English,
8653,Basol Mo Lalaki,Ilocano Song,English,
11594,Bass Down Low,The Cataracs Ft Dev,English,
11955,Basta Ako,6 Cycle Mind,Filipino,
16074,Basta Masaya Ka,Kilos,English,
6713,Basta't Ikaw,Jeremiah,Filipino,
9121,Basta't Isipin Mo,Bing Rodrigo,English,
0782,Basta't Kasama Kita,Dingdong Avanzado,English,
0605,Basta't Mahal Kita,John Melo,Filipino,
5132,Basta't Mahal Kita,Renz Verano,Filipino,
16232,Basta't Nandito Ka,Jennylin Mercado,English,
6782,Basta't-Basta,True Faith,Filipino,
16116,Basted,Myrus,English,
9552,Basted,Siakol,Filipino,
17031,Basura,The Youth ft Cookie Chua,English,
1284,Bat Di Mo Sabihin,Unknown,English,
11212,Bata,"BBS, Kean And Madeline",English,
1156,Batang Bata Ka Pa,Jim Paredes,English,
11905,Batang-Bata Ka Pa,Sugarfree,Filipino,
11053,Bathroom Dance,Michael V.,English,
7766,Bati Na Tayo,Agaw Agimat,English,
7956,Batibot,Alamid,English,
1329,Bato Sa Buhangin,Cinderella,English,
16043,Bato Sa Buhangin,Julia Clarete,English,
16804,Batugan,Shanghaied,English,
7725,Batuta,Roger Dames,English,
6783,Baunin Mo Ang Pag-Ibig,J. Brothers,Filipino,
1175,Bawal Na Pag-Ibig,Unknown,English,
11912,Bawat Bata,The Dawn,English,
9223,Bawat Bata,Aikee,English,
15329,Bawat Daan,Ebe Dancel,English,
16998,Bay,Jack 'N Poy,English,
3064,Bayan Ko,Freddie Aguilar,English,
17234,Be Alright,Justin Bieber,English,
0440,Be Bop A Lula,Gene Vincent,English,
7173,Be It Unto Me,Don Moen,English,
8654,Be Kayen To Animals,Max Surban,English,
3770,Be My Lady,Martin Nievera,Filipino,
3025,Be My Love,Mario Lanza,English,
15939,Be My Number Two,Joe Jackson,English,
17589,Be Near Me,ABC,English,
15330,Be OK,Ingrid Michaelson,English,
17114,Be Real,Kid Ink ft Dej Loaf,English,
3771,Be Still My Beating Heart,J. Bernardo,English,
17800,Be The First To Believe,A1,English,
17139,Be With You,Aicelle Santos,English,
7915,Be With You,Enrique Iglesias,English,
17801,Be Your Everything,Boys Like Girls,English,
13747,Bear Hunt,Nursery Rhyme,English,
4365,Beat It,Michael Jackson,English,
8461,Beat Of My Heart,Hillary Duff,English,
16169,Beat Of The Music,Brett Eldredge,English,
7134,Beatles Medley (Stars On 45),The Beatles,English,
15471,Beautiful,Mariah Carey ft. Miguel,English,
17235,Beautiful,Carly Rae Jepsen ft,English,
6536,Beautiful,Christina Aguilera,English,
8590,Beautiful Days,Kyla,English,
8274,Beautiful Disaster,Kelly Clarkson,English,
11663,Beautiful Girl,Jose Mari Chan,Filipino,
8865,Beautiful Girls,Sean Kingston,English,
16313,Beautiful Goodbye,Maroon 5,English,
3336,Beautiful Goodbye,Amanda Marshall,English,
1472,Beautiful In My Eyes,Joshua Kadison,English,
8612,Beautiful Liar,Beyonce & Shakira,English,
4302,Beautiful Life,Ace Of Bace,English,
11454,Beautiful Monster,Ne-yo,English,
17145,Beautiful Now,Zedd ft. Jon Bellion,English,
8426,Beautiful Ones,Suede,English,
8205,Beautiful Soul,Jesse Mccartney,English,
4423,Beautiful Stranger,Madonna,English,
0166,Beautiful Sunday,Daniel Boone,English,
11848,Beautiful To Me,Christian Bautista,Filipino,
15112,Beauty And A Beat,Justine Bieber Ft Nicki Minaj,English,
1548,Beauty And Madness,Fralippo Lippi,English,
2543,Beauty And The Beast,Peabo Bryson & Celine Dion,English,
8395,Bebot,Black Eyed Peas,English,
11769,Because I Love You,Stevie B,English,
0267,Because Of Love,Menudo,English,
1407,Because Of You,Tony Bennet,English,
4374,Because Of You,98 Degrees,English,
7378,Because Of You,Keith Martin,English,
8322,Because Of You,Kelly Clarkson,English,
8953,Because Of You,Ne-Yo,English,
8430,Because You Live,Jesse Mccartney,English,
4186,Because You Loved Me,Celine Dion,English,
0463,Bed Of Roses,Bon Jovi,English,
16044,Beds Are Burning,Midnight Oil,English,
6839,Bee Gees Medley,Bee Gees,English,
17495,Been It,The Cardigans,English,
16006,Beep,K.A. Antonio,English,
8433,Beep,Pussycat Dolls,English,
6171,Beep Beep,Juan Dela Cruz,English,
7828,Beep Beep Beep,Willie Revillame,Filipino,
8411,Beer,Itchy Worms,English,
8874,Beer For My Horses,Toby Keith & Willie Nelson,English,
11107,Before He Cheats,Carrie Underwood,English,
5230,Before I Fall Inlove,Coco Lee,English,
6098,Before I Let You Go,Freestyle,Filipino,
11543,Before It Explodes,Charice,English,
0390,Before The Dawn,Judas Priest,English,
15863,Before You Go,Matt Monroe,English,
17745,BeFoUr,Zayn Malik,English,
15218,Begin Again,Taylor Swift,English,
15920,Begin The Beguine,Frank Sinatra,English,
